date_afran,close_afran,date_yaghoot,close_yaghoot,date_goldMofid,close_goldMofid,date_nahal,close_nahal,date_sahar,close_sahar,date_agas,close_agas,date_sarv,close_sarv,date_atlas,close_atlas
20210830,14126,20210830,13010,20210830,30162.14,20210830,9656.21,20210830,9998.3,20210830,84582.08,20210830,7584.4,20210830,26184.14
20210831,14147,20210831,13003,20210831,30823.6,20210831,9603.78,20210831,9932.46,20210831,85450.19,20210831,7538.89,20210831,25787.97
20210901,14155,20210901,13009,20210901,30933.34,20210901,9860.02,20210901,9971.36,20210901,88319.08,20210901,7738.22,20210901,26999.35
20210904,14170,20210904,13028,20210904,30823.6,20210904,9879.81,20210904,9970.37,20210904,89866.19,20210904,7854.72,20210904,27685.14
20210905,14187,20210905,13029,20210905,31078.64,20210905,9815.5,20210905,9870.61,20210905,88491.09,20210905,7740.04,20210905,27138.29
20210906,14196,20210906,13038,20210906,30886.6,20210906,9597.84,20210906,9678.09,20210906,88411.63,20210906,7626.27,20210906,27098.74
20210907,14204,20210907,13051,20210907,30898.79,20210907,9408.87,20210907,9448.66,20210907,86310.25,20210907,7472.45,20210907,26428.94
20210908,14211,20210908,13053,20210908,31065.43,20210908,9196.16,20210908,9261.12,20210908,87110.97,20210908,7535.25,20210908,26717.47
20210911,14236,20210911,13076,20210911,31118.26,20210911,9432.62,20210911,9602.28,20210911,87526.41,20210911,7569.84,20210911,26800.57
20210912,14245,20210912,13105,20210912,30857.13,20210912,9529.57,20210912,9817.74,20210912,84849.65,20210912,7215.78,20210912,26056.33
20210913,14254,20210913,13121,20210913,30413.11,20210913,9535.51,20210913,9721.98,20210913,83754.2,20210913,7079.26,20210913,25755.18
20210914,14262,20210914,13125,20210914,30628.51,20210914,9796.7,20210914,9866.62,20210914,85212.79,20210914,7281.32,20210914,26388.29
20210915,14270,20210915,13130,20210915,30498.46,20210915,9720.52,20210915,9700.03,20210915,84829.53,20210915,7247.64,20210915,25999.08
20210918,14290,20210918,13146,20210918,30055.45,20210918,9634.45,20210918,9695.05,20210918,82589.34,20210918,7000.08,20210918,25299.07
20210919,14298,20210919,13142,20210919,29788.22,20210919,9767.02,20210919,9713,20210919,81364.13,20210919,6927.26,20210919,24985.79
20210920,14306,20210920,13146,20210920,29955.87,20210920,10025.25,20210920,9891.56,20210920,82349.93,20210920,7011,20210920,25379.08
20210921,14313,20210921,13165,20210921,29881.7,20210921,10329.97,20210921,10110.02,20210921,79550.45,20210921,6780.73,20210921,24696.86
20210922,14321,20210922,13180,20210922,30099.14,20210922,10583.25,20210922,10334.47,20210922,79505.18,20210922,6814.4,20210922,24694.78
20210925,14344,20210925,13197,20210925,30105.24,20210925,10621.83,20210925,10250.67,20210925,82877.04,20210925,7082.9,20210925,25492.09
20210926,14353,20210926,13218,20210926,30042.24,20210926,10610.95,20210926,10140.95,20210926,82635.61,20210926,7050.13,20210926,25339.42
20210928,14371,20210928,13229,20210928,30263.74,20210928,10368.56,20210928,10163.89,20210928,82576.26,20210928,7021.01,20210928,25398.96
20210929,14378,20210929,13231,20210929,30659,20210929,10401.2,20210929,10242.69,20210929,82973.6,20210929,7062.88,20210929,25626.86
20211002,14401,20211002,13248,20211002,30967.88,20211002,11250.08,20211002,10603.8,20211002,86171.43,20211002,7334.11,20211002,26377.06
20211003,14408,20211003,13256,20211003,30609.21,20211003,12017.83,20211003,10819.27,20211003,86016.52,20211003,7326.83,20211003,26216.84
20211004,14418,20211004,13273,20211004,30618.35,20211004,12226.59,20211004,10835.23,20211004,86486.29,20211004,7384.17,20211004,26305.1
20211006,14433,20211006,13295,20211006,30634.61,20211006,11681.44,20211006,10639.71,20211006,87080.79,20211006,7411.47,20211006,26303.91
20211009,14456,20211009,13306,20211009,30211.92,20211009,11031.43,20211009,10205.79,20211009,84835.57,20211009,7163.91,20211009,25734.3
20211010,14465,20211010,13297,20211010,30083.9,20211010,11255.03,20211010,10191.82,20211010,83701.89,20211010,7047.4,20211010,25351.95
20211011,14472,20211011,13303,20211011,29955.87,20211011,11374.74,20211011,10358.41,20211011,84239.06,20211011,7054.69,20211011,25613.54
20211012,14480,20211012,13318,20211012,29343.18,20211012,10975.04,20211012,10379.36,20211012,82107.5,20211012,6778.91,20211012,24889.28
20211013,14488,20211013,13342,20211013,29336.07,20211013,10699,20211013,10374.37,20211013,80995.96,20211013,6662.4,20211013,24599.16
20211016,14506,20211016,13344,20211016,29941.65,20211016,10726.71,20211016,10512.03,20211016,85212.79,20211016,6944.56,20211016,25718.3
20211017,14513,20211017,13362,20211017,29862.4,20211017,10768.26,20211017,10421.25,20211017,83453.43,20211017,6775.27,20211017,25394.59
20211018,14521,20211018,13387,20211018,29658.16,20211018,10977.02,20211018,10495.07,20211018,83031.95,20211018,6789.83,20211018,25366.66
20211019,14529,20211019,13385,20211019,29895.93,20211019,11252.06,20211019,10484.1,20211019,84592.13,20211019,6929.08,20211019,25717.51
20211020,14538,20211020,13375,20211020,29824.8,20211020,11400.46,20211020,10550.93,20211020,83867.87,20211020,6808.03,20211020,25467.14
20211023,14562,20211023,13395,20211023,30135.72,20211023,11549.86,20211023,10671.63,20211023,82199.04,20211023,6694.26,20211023,24914.13
20211025,14576,20211025,13411,20211025,30339.95,20211025,11794.23,20211025,11142.47,20211025,81378.21,20211025,6656.94,20211025,24628.38
20211026,14584,20211026,13428,20211026,30235.29,20211026,12502.62,20211026,12047.24,20211026,81877.15,20211026,6694.26,20211026,24681.76
20211027,14592,20211027,13449,20211027,30274.92,20211027,12795.47,20211027,12859.23,20211027,82259.4,20211027,6692.44,20211027,24818.22
20211030,14616,20211030,13469,20211030,30073.74,20211030,12467,20211030,12460.22,20211030,80350.16,20211030,6507.68,20211030,24275.55
20211031,14624,20211031,13487,20211031,29904.05,20211031,12791.51,20211031,12645.76,20211031,77608.01,20211031,6204.59,20211031,23591.44
20211101,14632,20211101,13483,20211101,30144.86,20211101,12838.01,20211101,12367.44,20211101,80068.5,20211101,6414.84,20211101,24379.41
20211102,14640,20211102,13502,20211102,30119.46,20211102,12926.07,20211102,12639.77,20211102,80223.41,20211102,6465.81,20211102,24434.67
20211103,14648,20211103,13491,20211103,30258.66,20211103,13708.66,20211103,13701.15,20211103,81158.92,20211103,6602.33,20211103,24704.62
20211106,14671,20211106,13503,20211106,30599.05,20211106,14715.83,20211106,14872.26,20211106,84876.81,20211106,6978.23,20211106,25620.6
20211107,14678,20211107,13511,20211107,30614.29,20211107,14959.21,20211107,15657.32,20211107,83024.91,20211107,6817.13,20211107,25352.84
20211108,14686,20211108,13520,20211108,31022.75,20211108,15332.21,20211108,16891.27,20211108,83074.2,20211108,6854.45,20211108,25355.53
20211109,14694,20211109,13530,20211109,30875.42,20211109,15808.09,20211109,17398.02,20211109,83958.4,20211109,6968.22,20211109,25604.7
20211110,14702,20211110,13548,20211110,31376.34,20211110,16216.7,20211110,17438.92,20211110,84180.71,20211110,7012.82,20211110,25559.48
20211113,14726,20211113,13566,20211113,32804.94,20211113,17129.88,20211113,18061.38,20211113,82387.15,20211113,6809.85,20211113,25084.19
20211114,14733,20211114,13568,20211114,32601.73,20211114,18171.69,20211114,18374.6,20211114,83214.02,20211114,6861.73,20211114,25254.15
20211115,14743,20211115,13585,20211115,31976.84,20211115,18068.79,20211115,18020.48,20211115,81414.42,20211115,6647.84,20211115,25282.08
20211116,14754,20211116,13591,20211116,32295.89,20211116,17265.43,20211116,17065.84,20211116,81231.34,20211116,6626,20211116,24794.76
20211117,14763,20211117,13588,20211117,32385.31,20211117,18436.84,20211117,17860.87,20211117,81446.61,20211117,6642.38,20211117,24833.23
20211120,14788,20211120,13610,20211120,31826.47,20211120,20014.87,20211120,18745.69,20211120,79382.46,20211120,6461.26,20211120,24342.54
20211121,14798,20211121,13617,20211121,32057.11,20211121,20995.34,20211121,20089.37,20211121,80003.11,20211121,6515.87,20211121,24403.96
20211122,14807,20211122,13630,20211122,32205.46,20211122,21187.27,20211122,20726.79,20211122,81826.85,20211122,6647.84,20211122,24843.27
20211123,14815,20211123,13654,20211123,31891.49,20211123,20910.25,20211123,20689.88,20211123,80811.87,20211123,6587.77,20211123,24710.98
20211124,14823,20211124,13661,20211124,32607.83,20211124,21152.65,20211124,21134.78,20211124,80222.4,20211124,6525.88,20211124,24588.13
20211127,14848,20211127,13675,20211127,32638.31,20211127,21018.09,20211127,21218.58,20211127,78485.17,20211127,6295.61,20211127,24056.39
20211128,14856,20211128,13692,20211128,32581.41,20211128,20403.7,20211128,20460.45,20211128,78649.14,20211128,6352.04,20211128,24261.24
20211129,14864,20211129,13700,20211129,33005.11,20211129,19885.27,20211129,19709.31,20211129,78423.81,20211129,6321.09,20211129,24159.26
20211130,14873,20211130,13704,20211130,32484.88,20211130,20944.88,20211130,20511.32,20211130,78155.23,20211130,6281.05,20211130,24074.78
20211201,14882,20211201,13711,20211201,32711.47,20211201,21237.73,20211201,20942.26,20211201,76881.73,20211201,6176.38,20211201,23881.66
20211204,14905,20211204,13713,20211204,33911.45,20211204,20080.17,20211204,19911.81,20211204,76845.52,20211204,6192.76,20211204,23895.78
20211205,14914,20211205,13715,20211205,33963.27,20211205,20073.25,20211205,20103.33,20211205,77848.42,20211205,6249.19,20211205,24093.86
20211206,14921,20211206,13729,20211206,34444.89,20211206,19307.48,20211206,19234.48,20211206,77483.27,20211206,6211.87,20211206,24128.25
20211207,14930,20211207,13728,20211207,34640.99,20211207,19728.95,20211207,19412.04,20211207,77136.23,20211207,6132.69,20211207,23970.32
20211208,14938,20211208,13740,20211208,34386.97,20211208,19775.45,20211208,19121.76,20211208,78100.91,20211208,6208.23,20211208,24121.69
20211211,14962,20211211,13756,20211211,33696.04,20211211,18723.75,20211211,17996.54,20211211,77957.06,20211211,6218.24,20211211,24110.36
20211212,14969,20211212,13760,20211212,33558.87,20211212,17012.15,20211212,16475.3,20211212,76192.67,20211212,6071.71,20211212,23676.22
20211213,14978,20211213,13769,20211213,32113,20211213,17726.47,20211213,17381.06,20211213,74516.8,20211213,5956.12,20211213,23374.77
20211214,14985,20211214,13772,20211214,32532.64,20211214,18699.02,20211214,18409.52,20211214,74169.76,20211214,5953.39,20211214,23258.88
20211215,14993,20211215,13779,20211215,33749.89,20211215,19212.5,20211215,19037.96,20211215,74023.9,20211215,5947.02,20211215,23375.37
20211218,15016,20211218,13800,20211218,33444.04,20211218,18116.99,20211218,18029.93,20211218,75063.02,20211218,6022.56,20211218,23554.27
20211219,15024,20211219,13806,20211219,33081.3,20211219,18079.38,20211219,17994,20211219,73764.37,20211219,5895.14,20211219,23178.57
20211220,15033,20211220,13813,20211220,33206.28,20211220,18162.51,20211220,17951.08,20211220,74496.69,20211220,5953.39,20211220,23348.83
20211221,15041,20211221,13819,20211221,33595.44,20211221,18795.87,20211221,18284.43,20211221,76330.48,20211221,6134.51,20211221,23784.76
20211222,15049,20211222,13825,20211222,33593.41,20211222,19453.97,20211222,18486.04,20211222,80393.41,20211222,6420.3,20211222,24333.69
20211225,15073,20211225,13845,20211225,32958.35,20211225,19118.48,20211225,18004.97,20211225,80629.8,20211225,6421.21,20211225,24463.3
20211226,15083,20211226,13851,20211226,33119.91,20211226,19189.74,20211226,17942.1,20211226,79220.5,20211226,6372.06,20211226,24188.28
20211227,15093,20211227,13858,20211227,33213.39,20211227,20582.13,20211227,18489.03,20211227,80205.3,20211227,6515.87,20211227,24609.6
20211228,15100,20211228,13865,20211228,32938.03,20211228,19923.05,20211228,18152.69,20211228,80151.99,20211228,6519.51,20211228,24571.53
20211229,15110,20211229,13871,20211229,33028.46,20211229,19985.39,20211229,18193.61,20211229,79638.97,20211229,6503.13,20211229,24427.81
20220101,15135,20220101,13891,20220101,33119.91,20220101,20485.15,20220101,18800.43,20220101,77772.98,20220101,6336.57,20220101,24165.12
20220102,15142,20220102,13898,20220102,33048.78,20220102,20689.01,20220102,19545.98,20220102,77999.31,20220102,6343.85,20220102,24220.39
20220103,15152,20220103,13904,20220103,32950.22,20220103,20533.64,20220103,20007.08,20220103,78090.85,20220103,6333.84,20220103,24149.72
20220104,15162,20220104,13911,20220104,32531.58,20220104,20549.48,20220104,20301.51,20220104,77040.67,20220104,6249.19,20220104,23879.97
20220105,15170,20220105,13918,20220105,31972.73,20220105,20205.09,20220105,19806.47,20220105,77044.69,20220105,6246.46,20220105,23944.58
20220108,15194,20220108,13940,20220108,31519.54,20220108,19992.32,20220108,19556.95,20220108,77350.49,20220108,6324.73,20220108,23928.87
20220109,15203,20220109,13955,20220109,30594.89,20220109,19299.59,20220109,18723.58,20220109,75410.06,20220109,6129.05,20220109,23405.38
20220110,15212,20220110,13975,20220110,30306.32,20220110,18639.51,20220110,18517.98,20220110,75229,20220110,6109.93,20220110,23332.33
20220111,15221,20220111,13984,20220111,31104.97,20220111,18951.24,20220111,18754.52,20220111,75686.69,20220111,6166.37,20220111,23415.32
20220112,15230,20220112,13988,20220112,31122.25,20220112,18787.95,20220112,18272.45,20220112,75395.98,20220112,6099.92,20220112,23333.13
20220115,15254,20220115,13992,20220115,30503.44,20220115,18425.75,20220115,17926.13,20220115,74754.2,20220115,6007.09,20220115,23247.55
20220116,15263,20220116,13992,20220116,30597.94,20220116,18154.59,20220116,17236.47,20220116,74193.9,20220116,5988.88,20220116,22994.2
20220117,15272,20220117,13995,20220117,30309.36,20220117,17683.53,20220117,16926.07,20220117,73728.16,20220117,5999.81,20220117,22971.25
20220118,15280,20220118,14001,20220118,30220.96,20220118,17464.83,20220118,16911.1,20220118,72786.62,20220118,5811.4,20220118,22470.22
20220119,15289,20220119,14008,20220119,30620.29,20220119,18369.34,20220119,18104.78,20220119,72968.69,20220119,5872.38,20220119,22521.4
20220122,15313,20220122,14027,20220122,30556.28,20220122,18489.09,20220122,18445.12,20220122,73416.32,20220122,5930.63,20220122,22831.4
20220123,15321,20220123,14033,20220123,30924.11,20220123,17936.88,20220123,17487.98,20220123,71064.47,20220123,5741.32,20220123,22143.12
20220124,15329,20220124,14039,20220124,31529.7,20220124,17904.22,20220124,17572.81,20220124,70542.4,20220124,5633.92,20220124,21778.96
20220125,15337,20220125,14046,20220125,31107.01,20220125,17465.82,20220125,17267.41,20220125,68210.67,20220125,5480.1,20220125,21296.71
20220126,15345,20220126,14052,20220126,31386.43,20220126,17722.13,20220126,17370.21,20220126,71226.43,20220126,5683.07,20220126,21968.39
20220129,15369,20220129,14071,20220129,31336.65,20220129,17562.8,20220129,17172.59,20220129,73587.33,20220129,5982.51,20220129,22610.36
20220130,15377,20220130,14078,20220130,30936.3,20220130,18000.21,20220130,17093.75,20220130,72515.02,20220130,5941.55,20220130,22539.59
20220131,15387,20220131,14084,20220131,30706.66,20220131,17349.04,20220131,16804.31,20220131,72666.91,20220131,5961.58,20220131,22539.49
20220201,15396,20220201,14102,20220201,30671.1,20220201,16941.32,20220201,16686.54,20220201,72473.77,20220201,5957.03,20220201,22641.07
20220202,15405,20220202,14113,20220202,30551.2,20220202,16881.94,20220202,17006.92,20220202,73161.83,20220202,5935.18,20220202,22635.01
20220205,15428,20220205,14127,20220205,29778.96,20220205,17044.24,20220205,16843.23,20220205,72053.3,20220205,5901.51,20220205,22602.8
20220206,15437,20220206,14135,20220206,29646.86,20220206,16379.21,20220206,16240.41,20220206,69548.55,20220206,5680.34,20220206,22137.46
20220207,15445,20220207,14137,20220207,29896.83,20220207,16611.78,20220207,16658.59,20220207,70055.53,20220207,5679.43,20220207,22128.91
20220208,15454,20220208,14147,20220208,29470.06,20220208,16559.33,20220208,16465.97,20220208,70800.92,20220208,5756.79,20220208,22327.89
20220209,15463,20220209,14153,20220209,29705.8,20220209,16988.82,20220209,16800.32,20220209,69860.38,20220209,5716.74,20220209,22252.06
20220212,15486,20220212,14166,20220212,30432.31,20220212,17095.7,20220212,16803.31,20220212,69876.48,20220212,5695.81,20220212,22232.57
20220213,15495,20220213,14177,20220213,30718.85,20220213,16553.39,20220213,16410.08,20220213,69416.77,20220213,5630.28,20220213,22142.23
20220214,15503,20220214,14185,20220214,30560.34,20220214,16421.77,20220214,16428.04,20220214,70188.32,20220214,5711.28,20220214,22291.12
20220216,15519,20220216,14197,20220216,30421.14,20220216,16114,20220216,16285.32,20220216,70065.59,20220216,5693.99,20220216,22238.74
20220219,15544,20220219,14214,20220219,29772.86,20220219,15489.55,20220219,15866.13,20220219,70116.89,20220219,5678.52,20220219,22166.58
20220220,15553,20220220,14221,20220220,29806.39,20220220,14852.23,20220220,15305.23,20220220,70008.26,20220220,5690.35,20220220,22041.55
20220221,15562,20220221,14226,20220221,29851.1,20220221,15220.37,20220221,15405.03,20220221,71560.4,20220221,5788.65,20220221,22115.99
20220222,15571,20220222,14227,20220222,30213.85,20220222,15453.92,20220222,15561.73,20220222,71478.92,20220222,5829.6,20220222,22129.9
20220223,15579,20220223,14236,20220223,30103.1,20220223,15545.95,20220223,15309.22,20220223,71279.74,20220223,5892.41,20220223,22197.89
20220226,15604,20220226,14250,20220226,30396.75,20220226,15138.23,20220226,14978.86,20220226,70971.93,20220226,5868.74,20220226,22244.7
